,budget,id,imdb_id,original_language,original_title,release_date,revenue,runtime,vote_average,vote_count
0,0,282128,tt2125430,en,An American in Hollywood,2014-07-18,0,89,0.0,0
0,0,282862,tt3534636,en,???????????,2014-07-06,0,78,0.0,0
0,0,415341,tt2949596,en,Ripped!,2014-06-01,0,100,0.0,0
0,0,344022,,en,Kaadhal 2014,2014-06-09,0,145,0.0,0
0,0,325132,tt3156292,fr,La vall?e des mensonges,2014-06-24,0,0,0.0,0
0,0,470808,tt3534462,en,Harley,2014-06-14,0,12,0.0,0
0,0,435669,tt4143618,en,Birthday Wish,2014-08-01,0,13,0.0,0
0,0,396878,,ru,????????????? ????,2014-05-18,0,,0.0,0
0,0,284838,,en,"K'na, The Dreamweaver",2014-08-02,0,90,0.0,0
0,0,306200,,en,Boudicca: Warrior Queen of Ancient Britain,2014-07-29,0,0,0.0,0
0,0,326862,tt4112158,es,Mapa De Recuerdos De Madrid,2014-07-25,0,320,0.0,0
0,0,407151,tt3950436,es,Ver y escuchar,2014-08-02,0,90,0.0,0
0,0,351956,,en,Saxon: Wacken 2014,2014-08-02,0,0,0.0,0
0,0,349416,tt3631890,pt,Sides,2014-08-03,0,0,0.0,0
0,0,391218,tt1913080,en,Murder for Pleasure,2014-08-03,0,90,0.0,0
0,0,285221,tt3887360,en,The Janitor,2014-08-02,0,112,0.0,0
0,0,389421,,en,Gojira: [2014] Resurrection Fest,2014-08-02,0,0,0.0,0
0,0,316009,tt3470676,en,Time Teens: The Beginning,2014-07-30,0,0,0.0,0
0,0,389415,tt4417434,en,Elvis: That's Alright Mama 60 Years On,2014-08-01,0,60,0.0,0
0,0,280907,,en,Hot Air,2014-07-31,0,91,0.0,0
0,0,201165,tt3479126,en,The Deadly Ponies Gang,2014-04-03,0,0,0.0,0
0,0,331199,tt4450760,en,Privy,2014-07-11,0,20,0.0,0
0,0,398510,,en,CHIKARA Goldfinger,2014-06-22,0,0,0.0,0
0,0,354281,tt4602352,fr,Deux amis,2014-07-09,0,4,0.0,0
0,0,367218,,en,Top Gear: The Burma Special,2014-06-02,0,125,0.0,0
0,0,309275,,en,Shakespeare's Globe on Screen: Macbeth,2014-07-28,0,147,0.0,0
0,0,269140,,it,Diario di un maniaco perbene,2014-05-10,0,,0.0,0
0,0,427882,,en,Lemon,2014-01-01,0,101,0.0,0
0,0,277657,tt3603824,it,La pioggia che non cade,2014-06-19,0,0,0.0,0
0,0,371832,,en,La Frequenza Fantasma,2014-07-15,0,72,0.0,0
0,0,348104,,en,Umphrey's McGee - Live at Red Rocks Amphitheatre,2014-07-05,0,161,0.0,0
0,0,304488,,en,Sisters Grimm,2014-05-14,0,0,0.0,0
0,0,433715,tt3111864,en,8 Days,2014-06-15,0,90,0.0,0
0,0,325768,tt3866368,en,Black Ice,2014-06-05,0,53,0.0,0
0,0,317955,tt3529986,en,Proud Citizen,2014-07-27,0,89,0.0,0
0,0,294701,,fr,D?butants,2014-06-11,0,,0.0,0
0,0,391620,,ar,????,2014-05-14,0,0,0.0,0
0,0,288416,,ko,Addict,2014-07-16,0,,0.0,0
0,0,283933,tt3524492,en,With Time,2014-07-19,0,14,0.0,0
0,0,332680,,en,Gore,2014-05-23,0,70,0.0,0
0,0,320557,,pl,Brzuszek,2014-06-13,0,,0.0,0
0,0,323579,tt2441402,en,First Impression,2014-06-20,0,0,0.0,0
0,0,406573,,de,Grace Kelly - Die F?rstin von Monaco,2014-07-20,0,,0.0,0
0,0,314502,tt3546396,en,Song of the New Earth,2014-05-16,0,89,0.0,0
0,0,325495,,en,Lost Blues,2014-06-11,0,8,0.0,0
0,0,331809,,en,Disaster Preparedness,2014-06-19,0,15,0.0,0
0,0,398456,tt3510520,fa,??? ????,2014-06-01,0,,0.0,0
0,0,458465,,en,Gramps: The Movie,2014-07-11,0,10,0.0,0
0,0,469746,tt3865656,en,Blood Lake,2014-06-26,0,8,0.0,0
0,0,416661,,en,San Francisco Time Lapse,2014-06-01,0,3,0.0,0
0,0,398513,,en,CHIKARA The Living Daylights,2014-07-19,0,0,0.0,0
0,0,404949,,en,Omega Jam,2014-07-04,0,17,0.0,0
0,0,381285,tt1510990,en,Jeremiah's Treasure,2014-05-30,0,95,0.0,0
0,0,433358,,pt,Mickey Mouse Clubhouse: Super Adventure!,2014-06-05,0,,0.0,0
0,0,302474,,en,Painted Lies,2014-05-27,0,0,0.0,0
0,0,272355,,en,Requiem For A Big Guy,2014-05-27,0,6,0.0,0
0,0,414959,,ko,??? ???,2014-05-21,0,0,0.0,0
0,0,426226,,en,Avenged Sevenfold Waking the Fallen Resurrected,2014-07-26,0,29,0.0,0
0,0,385508,tt3798798,en,Rebel Menopause,2014-06-09,0,26,0.0,0
0,0,275647,tt3592704,en,Life May Be,2014-06-21,0,102,0.0,0
0,0,270620,tt2622114,en,Cruisin',2014-05-19,0,0,0.0,0
0,0,281747,,en,Mij krijg je niet,2014-07-01,0,23,0.0,0
0,0,417646,,en,Ugly Life,2014-07-23,0,9,0.0,0
0,0,386585,tt3180446,en,The iMom,2014-06-14,0,14,0.0,0
0,0,391650,tt3641644,en,Cowboy Ben,2014-05-31,0,9,0.0,0
0,0,404042,tt4103646,en,noCOM,2014-06-28,0,10,0.0,0
0,0,314504,tt3824592,en,Love Marriage in Kabul,2014-05-14,0,84,0.0,0
0,0,304895,tt3141700,es,The Engineer,2014-07-15,0,94,0.0,0
0,0,305159,,en,City of Lust,2014-07-01,0,0,0.0,0
0,0,283631,tt3583000,en,Petit fr?re,2014-05-24,0,14,0.0,0
0,0,318203,tt3341876,en,The Fix,2014-06-19,0,0,0.0,0
0,0,269737,tt3705036,en,Mukasurat Cinta,2014-05-14,0,83,0.0,0
0,0,455166,,en,Secrets of Underground London,2014-05-21,0,54,0.0,0
0,20000,360798,tt3842682,es,?uroestafa,2014-06-29,0,,0.0,0
0,0,351921,tt3908538,en,The Teacher Who Defied Hitler,2014-06-18,0,0,0.0,0
0,0,326131,tt3687066,en,Escape Zero,2014-06-01,0,5,0.0,0
0,0,341882,tt3685362,es,Cocodrile,2014-05-19,0,,0.0,0
0,0,336079,tt3104106,it,Carta bianca,2014-06-26,0,90,0.0,0
0,0,345721,tt3239124,en,Polaroid,2014-06-22,0,0,0.0,0
0,0,387024,tt3610736,en,Papa,2014-06-01,0,7,0.0,0
0,0,384852,tt3681238,en,Schlock Fish,2014-06-21,0,7,0.0,0
0,0,402722,,en,Exquisite Short Films of  Kihachiro Kawamoto,2014-06-18,0,99,0.0,0
0,0,412267,tt4746038,en,The Journal Thief,2014-07-14,0,4,0.0,0
0,0,421906,tt3823550,en,Tre Tosser,2014-07-09,0,7,0.0,0
0,0,425540,tt3753792,pl,N?z w wozie,2014-05-26,0,11,0.0,0
0,0,399859,tt3663178,en,Turn Around When Possible,2014-05-29,0,7,0.0,0
0,0,416552,tt3662718,en,The Pale Moonlight,2014-06-24,0,16,0.0,0
0,0,380177,tt3307286,en,Osez la Mac?doine,2014-05-26,0,17,0.0,0
0,0,398521,tt3668486,en,Grey Bull,2014-06-08,0,15,0.0,0
0,0,273915,tt1669768,en,Ace Wonder,2014-05-13,0,0,0.0,0
0,0,258467,tt3510658,en,Wild Reverence: The Wild Steelheads Last Stand,2014-03-08,0,78,0.0,0
0,0,364456,tt4520256,hr,Moj zanat,2014-04-01,0,72,0.0,0
0,0,253355,,en,Choker,2014-01-31,0,15,0.0,0
0,0,259811,tt3654260,en,? ????,2014-03-18,0,105,0.0,0
0,0,306653,tt3290030,en,Trick or Treat,2014-04-18,0,8,0.0,0
0,0,306653,tt3290030,en,Trick or Treat,2014-04-18,0,8,0.0,0
0,0,331027,,en,Day Night Game,2014-04-04,0,145,0.0,0
0,0,291917,tt3771900,en,Arsho,2014-06-13,0,100,0.0,0
0,8,316237,,en,First Day of Class,2014-07-18,0,3,0.0,0
0,0,426424,,en,Our Family,2014-07-24,0,85,0.0,0
0,0,261861,tt3574306,en,Fishtail,2014-04-17,0,70,0.0,0
0,0,405104,,de,"Baltikum - Estland, Lettland, Litauen",2014-07-06,0,,0.0,0
0,0,277634,tt2770666,en,Ex Amino,2014-05-27,0,7,0.0,0
0,0,246521,,en,Hollywood Tours,2014-07-01,0,0,0.0,0
0,0,348723,tt3560898,pl,Karuzela,2014-05-23,0,85,0.0,0
0,0,257070,tt4058324,en,Roger Ballen's Asylum of the Birds,2014-03-03,0,6,0.0,0
0,0,304869,tt2444508,en,Emergency Exit,2014-07-15,0,0,0.0,0
0,0,366719,tt3609874,en,Unnatural History,2014-08-01,0,0,0.0,0
0,0,287488,tt3665486,en,Los Scandalous - Skid Row,2014-07-11,0,100,0.0,0
0,0,352370,tt3342726,en,High and Dry,2014-05-29,0,19,0.0,0
0,0,349131,tt3855134,it,L'errore,2014-07-31,0,,0.0,0
0,0,457754,,en,Ricky,2014-04-17,0,3,0.0,0
0,0,392923,tt3730736,en,Mirage Maker,2014-08-01,0,3,0.0,0
0,0,282331,tt4793630,ko,???? ?,2014-07-19,0,81,0.0,0
0,0,459672,tt3850726,en,Moving Through Time: Fire Walk With Me Memories,2014-05-29,0,30,0.0,0
0,0,360863,,en,Maya,2014-08-01,0,0,0.0,0
0,0,401218,tt4009572,de,Stalker,2014-07-05,0,25,0.0,0
0,0,289218,tt2716304,fr,La voix de l'ombre,2014-06-11,0,0,0.0,0
0,0,396962,,en,Carcass: Rock Hard Festival,2014-06-07,0,0,0.0,0
0,0,269358,tt3837066,ko,??????,2014-05-15,0,117,0.0,0
0,0,297259,tt3730128,en,My Granny the Escort,2014-05-29,0,48,0.0,0
0,0,317324,,en,Juliet the Vagabond,2014-07-31,0,4,0.0,0
0,0,407206,tt3822210,en,The Z-Nail Gang,2014-07-31,0,0,0.0,0
0,0,421340,,en,Barkley 100,2014-06-03,0,22,0.0,0
0,0,369259,tt3976334,it,Loop Ring Chop Drink,2014-06-18,0,,0.0,0
0,0,332134,,en,A Minute Ago,2014-06-01,0,10,0.0,0
0,0,332661,tt4074698,en,Dressed as a Girl,2014-06-08,0,94,0.0,0
0,0,389410,,ja,???????????????,2014-05-29,0,7,0.0,0
0,0,385474,,en,Children of Bodom: [2014] Wacken Open Air,2014-08-01,0,0,0.0,0
0,0,385505,tt4221856,en,Max Helms: Curse of the Relic,2014-08-01,0,24,0.0,0
0,0,277376,,pt,Remo??o,2014-06-18,0,,0.0,0
0,0,258774,,en,Postcard,2014-07-01,0,125,0.0,0
0,0,261368,tt3294340,de,Willkommen bei Habib,2014-06-05,0,111,0.0,0
0,0,392201,tt3777848,en,Liam and Lenka,2014-06-19,0,0,0.0,0
0,0,324680,,nl,Sprookjesboom Deel 13 Vier De Seizoenen,2014-08-01,0,,0.0,0
0,0,280952,tt2273417,en,Men Of The Cloth,2014-07-11,0,0,0.0,0
0,0,289856,tt3027032,de,Let's go!,2014-07-02,0,,0.0,0
0,0,269060,tt3662234,en,Indignation,2014-05-07,0,9,0.0,0
0,0,290763,tt3138926,en,Fact or Fiction: The Life & Times of a Ping Pong Hustler,2014-08-01,0,0,0.0,0
0,0,311094,,en,Arctic Monkeys live at Lollapalooza 2014,2014-07-31,0,0,0.0,0
0,0,372015,tt3769828,fr,Le Petit H?risson partageur,2014-06-01,0,5,0.0,0
0,0,285497,tt2406038,en,Raw Cut,2014-08-01,0,83,0.0,0
0,0,323515,,en,Ask Dr. LeBrick vol. 1,2014-07-31,0,0,0.0,0
0,0,325900,tt3534534,en,Driving Equality Across America,2014-07-31,0,0,0.0,0
0,0,323081,,en,Tech Toys: Dream Big,2014-08-01,0,0,0.0,0
0,0,332574,,en,Strange Rumblings In Shangri La,2014-07-31,0,0,0.0,0
0,0,329894,tt3922120,en,Uncharted Waters,2014-07-31,0,16,0.0,0
0,0,329895,tt3922132,en,Play a Round with Me,2014-08-01,0,11,0.0,0
0,0,290459,,de,DJ Bobo - Circus (The Show),2014-08-01,0,,0.0,0
0,0,296573,tt3528222,en,Dys-,2014-08-01,0,100,0.0,0
0,0,407847,tt3846214,en,Horse,2014-08-01,0,4,0.0,0
0,0,304047,tt2987980,en,Khazana,2014-08-01,0,0,0.0,0
0,0,295888,tt2959628,en,The Widowers,2014-08-01,0,0,0.0,0
0,0,392822,,en,Kreator: [2014] Resurrection Fest,2014-07-31,0,0,0.0,0
0,0,381447,tt2986752,en,Beyond Redemption: Space Captain,2014-08-01,0,108,0.0,0
0,0,372091,tt3748000,en,Bollywood Villa,2014-07-11,0,123,0.0,0
0,0,457980,tt4169136,en,Rainbow Valley Documentary,2014-08-01,0,43,0.0,0
0,1000,290390,tt3666556,en,The Eidolon State,2014-08-01,0,20,0.0,0
0,0,284825,tt3465236,en,Rabindranath Tagore: The Poet of Eternity,2014-08-01,0,60,0.0,0
0,0,395311,,en,Steel Panther: [2014] Wacken Open Air,2014-07-31,0,0,0.0,0
0,0,413408,tt4053028,en,The Real Noah's Ark,2014-08-01,0,50,0.0,0
